Wall time,Step,Value
1531127350.976444,0,0.8829275369644165
1531127368.512155,1,0.848146915435791
1531127385.500641,2,1.0180877447128296
1531127402.495731,3,1.1023591756820679
1531127419.502828,4,1.1095738410949707
1531127436.516014,5,1.0951937437057495
1531127453.519544,6,1.0883841514587402
1531127470.577913,7,1.0803261995315552
1531127487.831485,8,1.064478874206543
1531127505.002795,9,1.0685192346572876
1531127522.005966,10,1.0538502931594849
1531127539.072882,11,1.0483624935150146
1531127556.096645,12,1.0360467433929443
1531127573.148377,13,1.0342777967453003
1531127590.196316,14,1.0224379301071167
1531127607.291854,15,1.0253589153289795
1531127624.583887,16,1.0184428691864014
1531127641.624962,17,1.0074800252914429
1531127658.720955,18,1.0037310123443604
1531127675.740141,19,0.9978428483009338
1531127692.824101,20,0.9994887113571167
1531127709.876074,21,0.9799425005912781
1531127726.947301,22,0.9799975752830505
1531127744.018472,23,0.9863165616989136
1531127761.12301,24,0.9752495288848877
1531127778.173414,25,0.9754502773284912
1531127795.22925,26,0.9752325415611267
1531127812.275709,27,0.9703626036643982
1531127829.363006,28,0.9778853058815002
1531127846.520256,29,0.9706865549087524
1531127863.593165,30,0.9664636850357056
1531127880.904588,31,0.9631111025810242
1531127897.926097,32,0.9581294059753418
1531127914.931338,33,0.9605770707130432
1531127932.26207,34,0.9558893442153931
1531127949.544426,35,0.9579427242279053
1531127966.727222,36,0.9363963007926941
1531127984.308971,37,0.957194447517395
1531128001.644894,38,0.9402395486831665
